Mic1,Mic2,Mic3,time
1002,1232,2351,2022-05-01T10:48:00
1068,1180,2505,2022-05-01T10:49:00
947,1463,2056,2022-05-01T10:50:00
1021,1212,2567,2022-05-01T10:51:00
986,1315,2069,2022-05-01T10:52:00
1039,1111,1844,2022-05-01T10:53:00
1103,1214,1779,2022-05-01T10:54:00
1084,1644,2009,2022-05-01T10:55:00
1168,1284,1586,2022-05-01T10:56:00
1260,1629,1620,2022-05-01T10:57:00
1037,1213,1464,2022-05-01T10:58:00
925,1090,1386,2022-05-01T10:59:00
1090,1660,1319,2022-05-01T11:00:00
1080,1227,1198,2022-05-01T11:01:00
1103,1417,1328,2022-05-01T11:02:00
970,1158,1234,2022-05-01T11:03:00
1237,1289,1118,2022-05-01T11:04:00
1038,1374,1414,2022-05-01T11:05:00
1083,1495,1383,2022-05-01T11:06:00
1145,1450,1200,2022-05-01T11:07:00
1188,1190,1293,2022-05-01T11:08:00
1090,1331,1312,2022-05-01T11:09:00
1058,1226,1560,2022-05-01T11:10:00
1060,1156,1136,2022-05-01T11:11:00
1077,1306,1461,2022-05-01T11:12:00
1059,1259,1554,2022-05-01T11:13:00
1195,1483,1148,2022-05-01T11:14:00
1010,1490,1168,2022-05-01T11:15:00
1115,1503,1362,2022-05-01T11:16:00
1071,1404,1283,2022-05-01T11:17:00
1055,1268,1361,2022-05-01T11:18:00
1098,1369,1387,2022-05-01T11:19:00
1132,1258,1394,2022-05-01T11:20:00
1215,1299,1303,2022-05-01T11:21:00
1008,1438,1086,2022-05-01T11:22:00
980,998,1243,2022-05-01T11:23:00
1055,1327,1516,2022-05-01T11:24:00
1372,1361,1412,2022-05-01T11:25:00
1161,1308,1304,2022-05-01T11:26:00
1083,1234,1172,2022-05-01T11:27:00
1001,1095,1387,2022-05-01T11:28:00
1089,1254,1393,2022-05-01T11:29:00
997,1346,1107,2022-05-01T11:30:00
1031,1298,1160,2022-05-01T11:31:00
1416,1018,1242,2022-05-01T11:32:00
1045,1269,1187,2022-05-01T11:33:00
1179,1319,1162,2022-05-01T11:34:00
1101,1176,1361,2022-05-01T11:35:00
1155,1603,1204,2022-05-01T11:36:00
1102,1412,1341,2022-05-01T11:37:00
1297,1259,1105,2022-05-01T11:38:00
1010,1287,1535,2022-05-01T11:39:00
1084,1291,1265,2022-05-01T11:40:00
1283,1182,1148,2022-05-01T11:41:00
1143,1202,1317,2022-05-01T11:42:00
1134,1442,1116,2022-05-01T11:43:00
1087,1080,1252,2022-05-01T11:44:00
935,1318,1288,2022-05-01T11:45:00
990,1003,1289,2022-05-01T11:46:00
1028,1385,1252,2022-05-01T11:47:00
979,1225,1173,2022-05-01T11:48:00
1095,1532,1229,2022-05-01T11:49:00
1353,1439,1238,2022-05-01T11:50:00
1012,1460,1148,2022-05-01T11:51:00
1085,1464,1145,2022-05-01T11:52:00
1195,1096,1118,2022-05-01T11:53:00
1157,1864,1030,2022-05-01T11:54:00
1167,1234,1155,2022-05-01T11:55:00
1244,1418,1195,2022-05-01T11:56:00
1127,1295,1192,2022-05-01T11:57:00
1064,1425,985,2022-05-01T11:58:00
985,1274,1042,2022-05-01T11:59:00
1067,1464,1143,2022-05-01T12:00:00
1185,1410,1274,2022-05-01T12:01:00
1064,1516,1245,2022-05-01T12:02:00
1057,1533,1357,2022-05-01T12:03:00
1098,1343,1330,2022-05-01T12:04:00
1293,1310,1428,2022-05-01T12:05:00
1039,1299,1520,2022-05-01T12:06:00
1070,1339,1433,2022-05-01T12:07:00
1055,1541,1397,2022-05-01T12:08:00
1095,1413,1031,2022-05-01T12:09:00
972,1531,1098,2022-05-01T12:10:00
995,1571,1200,2022-05-01T12:11:00
1077,1443,1197,2022-05-01T12:12:00
1202,1438,1343,2022-05-01T12:13:00
912,1534,1270,2022-05-01T12:14:00
916,1415,1117,2022-05-01T12:15:00
1276,1627,1316,2022-05-01T12:16:00
1110,1464,1342,2022-05-01T12:17:00
1136,1660,1487,2022-05-01T12:18:00
1133,1703,1241,2022-05-01T12:19:00
1132,1621,1269,2022-05-01T12:20:00
900,1500,1244,2022-05-01T12:21:00
1038,1539,1303,2022-05-01T12:22:00
1234,1652,1498,2022-05-01T12:23:00
1270,1446,1684,2022-05-01T12:24:00
1078,1474,1098,2022-05-01T12:25:00
1097,1719,1011,2022-05-01T12:26:00
1126,1448,1303,2022-05-01T12:27:00
1006,1586,1073,2022-05-01T12:28:00
1150,1572,1158,2022-05-01T12:29:00
1074,1710,1103,2022-05-01T12:30:00
943,1590,987,2022-05-01T12:31:00
915,1596,1115,2022-05-01T12:32:00
1048,1427,1137,2022-05-01T12:33:00
1016,1532,1323,2022-05-01T12:34:00
1150,1570,1173,2022-05-01T12:35:00
1055,1599,1217,2022-05-01T12:36:00
1062,1898,1040,2022-05-01T12:37:00
965,1391,998,2022-05-01T12:38:00
1363,1772,936,2022-05-01T12:39:00
1015,1285,872,2022-05-01T12:40:00
1022,1656,1013,2022-05-01T12:41:00
999,1558,981,2022-05-01T12:42:00
917,1411,1156,2022-05-01T12:43:00
989,1364,878,2022-05-01T12:44:00
1049,1467,1004,2022-05-01T12:45:00
940,1486,952,2022-05-01T12:46:00
1157,1543,1221,2022-05-01T12:47:00
1023,1642,734,2022-05-01T12:48:00
1091,1524,920,2022-05-01T12:49:00
1189,1497,870,2022-05-01T12:50:00
1017,1783,888,2022-05-01T12:51:00
1050,1410,789,2022-05-01T12:52:00
925,1550,881,2022-05-01T12:53:00
1039,1319,910,2022-05-01T12:54:00
978,1634,1072,2022-05-01T12:55:00
1114,1852,1014,2022-05-01T12:56:00
1025,1522,912,2022-05-01T12:57:00
1155,1454,868,2022-05-01T12:58:00
1151,1789,1053,2022-05-01T12:59:00
927,1473,993,2022-05-01T13:00:00
1034,1659,935,2022-05-01T13:01:00
1021,1596,967,2022-05-01T13:02:00
816,1734,967,2022-05-01T13:03:00
1019,1801,1029,2022-05-01T13:04:00
1093,2039,903,2022-05-01T13:05:00
1103,1736,1200,2022-05-01T13:06:00
1109,1700,1157,2022-05-01T13:07:00
1074,2227,1050,2022-05-01T13:08:00
858,1933,893,2022-05-01T13:09:00
941,2136,1125,2022-05-01T13:10:00
848,2173,1633,2022-05-01T13:11:00
1046,1614,1430,2022-05-01T13:12:00
1275,1872,1187,2022-05-01T13:13:00
910,1695,1099,2022-05-01T13:14:00
1129,1816,1167,2022-05-01T13:15:00
1055,2446,1220,2022-05-01T13:16:00
878,1982,1081,2022-05-01T13:17:00
1021,1869,996,2022-05-01T13:18:00
987,1557,927,2022-05-01T13:19:00
1024,2008,928,2022-05-01T13:20:00
1119,1697,986,2022-05-01T13:21:00
1178,1754,861,2022-05-01T13:22:00
896,2144,910,2022-05-01T13:23:00
978,1542,929,2022-05-01T13:24:00
1107,1672,962,2022-05-01T13:25:00
982,1547,873,2022-05-01T13:26:00
1093,1641,972,2022-05-01T13:27:00
1006,1929,1116,2022-05-01T13:28:00
1022,2104,920,2022-05-01T13:29:00
1001,1404,1039,2022-05-01T13:30:00
1025,2069,1099,2022-05-01T13:31:00
1067,1592,993,2022-05-01T13:32:00
1016,1471,1053,2022-05-01T13:33:00
946,1586,1072,2022-05-01T13:34:00
992,1784,866,2022-05-01T13:35:00
1120,2134,1090,2022-05-01T13:36:00
1198,1623,1003,2022-05-01T13:37:00
1025,2219,835,2022-05-01T13:38:00
982,2271,934,2022-05-01T13:39:00
923,2057,1019,2022-05-01T13:40:00
916,2116,981,2022-05-01T13:41:00
1043,1933,980,2022-05-01T13:42:00
1016,2141,902,2022-05-01T13:43:00
1057,1763,937,2022-05-01T13:44:00
1070,2077,995,2022-05-01T13:45:00
1133,2020,928,2022-05-01T13:46:00
1241,1889,797,2022-05-01T13:47:00
1168,2075,845,2022-05-01T13:48:00
1123,1744,1009,2022-05-01T13:49:00
1319,1573,840,2022-05-01T13:50:00
1072,1957,917,2022-05-01T13:51:00
1175,1659,850,2022-05-01T13:52:00
1063,1434,1132,2022-05-01T13:53:00
1067,2252,1068,2022-05-01T13:54:00
1144,2155,902,2022-05-01T13:55:00
1056,1744,975,2022-05-01T13:56:00
1028,2007,995,2022-05-01T13:57:00
1051,1906,957,2022-05-01T13:58:00
1243,1922,978,2022-05-01T13:59:00
1064,1556,1206,2022-05-01T14:00:00
1121,1492,1246,2022-05-01T14:01:00
1002,1927,1009,2022-05-01T14:02:00
1069,2317,1112,2022-05-01T14:03:00
1151,1626,1058,2022-05-01T14:04:00
1038,1942,1045,2022-05-01T14:05:00
1048,1938,1196,2022-05-01T14:06:00
1020,1969,1039,2022-05-01T14:07:00
1169,2080,1035,2022-05-01T14:08:00
1051,1818,1122,2022-05-01T14:09:00
1059,2351,918,2022-05-01T14:10:00
1025,2110,954,2022-05-01T14:11:00
1240,2010,974,2022-05-01T14:12:00
945,2195,954,2022-05-01T14:13:00
900,2108,1158,2022-05-01T14:14:00
958,2441,945,2022-05-01T14:15:00
1215,1686,1182,2022-05-01T14:16:00
863,1633,971,2022-05-01T14:17:00
846,1821,1071,2022-05-01T14:18:00
1130,2140,1618,2022-05-01T14:19:00
1205,1878,1276,2022-05-01T14:20:00
966,1703,1190,2022-05-01T14:21:00
988,1861,1177,2022-05-01T14:22:00
1101,1361,1130,2022-05-01T14:23:00
908,1825,1152,2022-05-01T14:24:00
1027,1798,1099,2022-05-01T14:25:00
1110,1814,1109,2022-05-01T14:26:00
1012,1856,1054,2022-05-01T14:27:00
1130,1888,1023,2022-05-01T14:28:00
1150,1910,1062,2022-05-01T14:29:00
1063,1621,984,2022-05-01T14:30:00
1011,1868,980,2022-05-01T14:31:00
1067,2103,1183,2022-05-01T14:32:00
1046,1917,935,2022-05-01T14:33:00
1151,1971,1096,2022-05-01T14:34:00
968,1797,759,2022-05-01T14:35:00
1089,2095,985,2022-05-01T14:36:00
1088,1720,1194,2022-05-01T14:37:00
1005,1567,1067,2022-05-01T14:38:00
1006,1947,1118,2022-05-01T14:39:00
929,1934,1031,2022-05-01T14:40:00
1021,1898,1317,2022-05-01T14:41:00
1208,1886,1338,2022-05-01T14:42:00
927,1883,1225,2022-05-01T14:43:00
920,2034,924,2022-05-01T14:44:00
1078,1935,1162,2022-05-01T14:45:00
868,2020,1205,2022-05-01T14:46:00
1013,2031,1044,2022-05-01T14:47:00
986,2037,1216,2022-05-01T14:48:00
876,1856,1164,2022-05-01T14:49:00
1054,2248,1155,2022-05-01T14:50:00
783,2238,972,2022-05-01T14:51:00
1009,2011,991,2022-05-01T14:52:00
1079,2022,883,2022-05-01T14:53:00
1243,1734,1131,2022-05-01T14:54:00
1121,2200,994,2022-05-01T14:55:00
896,2140,846,2022-05-01T14:56:00
1054,1884,917,2022-05-01T14:57:00
898,2141,919,2022-05-01T14:58:00
1028,1599,1131,2022-05-01T14:59:00
968,2294,863,2022-05-01T15:00:00
1175,1941,1009,2022-05-01T15:01:00
1004,2314,1027,2022-05-01T15:02:00
1000,1856,1104,2022-05-01T15:03:00
950,2026,1141,2022-05-01T15:04:00
872,2131,1182,2022-05-01T15:05:00
1107,1779,862,2022-05-01T15:06:00
1004,1985,883,2022-05-01T15:07:00
1034,2075,1064,2022-05-01T15:08:00
1132,2360,951,2022-05-01T15:09:00
1027,2074,952,2022-05-01T15:10:00
1022,1859,2869,2022-05-01T15:11:00
967,1778,1853,2022-05-01T15:12:00
822,1879,3636,2022-05-01T15:13:00
1206,2301,1847,2022-05-01T15:14:00
937,1738,1731,2022-05-01T15:15:00
1032,1863,1435,2022-05-01T15:16:00
1072,1326,1430,2022-05-01T15:17:00
951,1820,1504,2022-05-01T15:18:00
1030,1669,1247,2022-05-01T15:19:00
920,1849,1313,2022-05-01T15:20:00
1034,2147,1044,2022-05-01T15:21:00
931,1727,1354,2022-05-01T15:22:00
921,1832,1085,2022-05-01T15:23:00
950,2368,1128,2022-05-01T15:24:00
893,2189,1099,2022-05-01T15:25:00
979,2307,1347,2022-05-01T15:26:00
968,1880,1280,2022-05-01T15:27:00
887,1677,1162,2022-05-01T15:28:00
1074,1768,906,2022-05-01T15:29:00
956,2712,947,2022-05-01T15:30:00
925,1933,1057,2022-05-01T15:31:00
1122,1865,1151,2022-05-01T15:32:00
842,2234,1362,2022-05-01T15:33:00
907,1906,1014,2022-05-01T15:34:00
1011,1909,1081,2022-05-01T15:35:00
912,2134,1091,2022-05-01T15:36:00
1023,1777,1067,2022-05-01T15:37:00
1079,2077,987,2022-05-01T15:38:00
830,2110,923,2022-05-01T15:39:00
848,1473,969,2022-05-01T15:40:00
1088,1510,1030,2022-05-01T15:41:00
941,1877,893,2022-05-01T15:42:00
887,1694,1142,2022-05-01T15:43:00
1033,1722,1226,2022-05-01T15:44:00
1101,1773,1310,2022-05-01T15:45:00
1237,1588,1230,2022-05-01T15:46:00
877,1813,1333,2022-05-01T15:47:00
955,1792,1064,2022-05-01T15:48:00
906,1473,1047,2022-05-01T15:49:00
1132,1911,1040,2022-05-01T15:50:00
789,1758,1020,2022-05-01T15:51:00
966,2179,1030,2022-05-01T15:52:00
817,1771,1081,2022-05-01T15:53:00
1025,1796,920,2022-05-01T15:54:00
981,1724,971,2022-05-01T15:55:00
894,1778,1300,2022-05-01T15:56:00
1117,1666,969,2022-05-01T15:57:00
966,1499,1116,2022-05-01T15:58:00
1044,1644,1910,2022-05-01T15:59:00
1119,1576,1451,2022-05-01T16:00:00
1190,1489,2093,2022-05-01T16:01:00
1154,1955,1661,2022-05-01T16:02:00
1061,1731,1982,2022-05-01T16:03:00
1010,1876,1275,2022-05-01T16:04:00
1002,1476,1760,2022-05-01T16:05:00
1017,1689,1358,2022-05-01T16:06:00
815,1668,1458,2022-05-01T16:07:00
1004,1645,1454,2022-05-01T16:08:00
1016,1823,1446,2022-05-01T16:09:00
1074,1525,1145,2022-05-01T16:10:00
898,1421,1157,2022-05-01T16:11:00
918,1403,1249,2022-05-01T16:12:00
1050,1731,1256,2022-05-01T16:13:00
992,1826,1072,2022-05-01T16:14:00
1005,1351,803,2022-05-01T16:15:00
1115,1551,1098,2022-05-01T16:16:00
869,1475,1517,2022-05-01T16:17:00
997,1562,1147,2022-05-01T16:18:00
859,1646,1147,2022-05-01T16:19:00
1020,1136,1549,2022-05-01T16:20:00
869,1254,1424,2022-05-01T16:21:00
1084,1536,1116,2022-05-01T16:22:00
1039,1459,1103,2022-05-01T16:23:00
920,1296,916,2022-05-01T16:24:00
837,1390,950,2022-05-01T16:25:00
811,1395,983,2022-05-01T16:26:00
848,1394,1072,2022-05-01T16:27:00
1147,1226,926,2022-05-01T16:28:00
913,1553,760,2022-05-01T16:29:00
877,1483,862,2022-05-01T16:30:00
995,1515,1163,2022-05-01T16:31:00
909,1474,732,2022-05-01T16:32:00
1247,1479,1005,2022-05-01T16:33:00
1233,1345,1276,2022-05-01T16:34:00
1028,1271,895,2022-05-01T16:35:00
793,1493,1150,2022-05-01T16:36:00
959,1691,948,2022-05-01T16:37:00
1087,1295,1229,2022-05-01T16:38:00
1033,1284,1420,2022-05-01T16:39:00
1116,1549,1501,2022-05-01T16:40:00
1050,1199,1436,2022-05-01T16:41:00
932,1525,1532,2022-05-01T16:42:00
954,1495,1081,2022-05-01T16:43:00
943,1359,971,2022-05-01T16:44:00
906,1541,1042,2022-05-01T16:45:00
994,1734,1067,2022-05-01T16:46:00
995,1356,839,2022-05-01T16:47:00
1068,1377,891,2022-05-01T16:48:00
889,1360,1109,2022-05-01T16:49:00
891,1536,905,2022-05-01T16:50:00
904,1393,970,2022-05-01T16:51:00
1045,1581,832,2022-05-01T16:52:00
813,1592,849,2022-05-01T16:53:00
871,1444,862,2022-05-01T16:54:00
1047,1520,939,2022-05-01T16:55:00
984,1319,800,2022-05-01T16:56:00
1040,1472,1117,2022-05-01T16:57:00
930,1473,1009,2022-05-01T16:58:00
943,1257,1048,2022-05-01T16:59:00
1010,1328,872,2022-05-01T17:00:00
1026,1332,1033,2022-05-01T17:01:00
1252,1228,856,2022-05-01T17:02:00
1096,1774,1028,2022-05-01T17:03:00
966,1367,969,2022-05-01T17:04:00
1043,1651,887,2022-05-01T17:05:00
856,1554,952,2022-05-01T17:06:00
1062,1547,1176,2022-05-01T17:07:00
1096,1259,998,2022-05-01T17:08:00
992,1728,1132,2022-05-01T17:09:00
1097,1220,1131,2022-05-01T17:10:00
844,1217,1031,2022-05-01T17:11:00
1025,1327,1000,2022-05-01T17:12:00
1147,1230,1041,2022-05-01T17:13:00
1157,1602,1101,2022-05-01T17:14:00
1059,1429,814,2022-05-01T17:15:00
1082,1287,834,2022-05-01T17:16:00
1014,1451,815,2022-05-01T17:17:00
1027,1407,854,2022-05-01T17:18:00
1167,1324,793,2022-05-01T17:19:00
966,1142,963,2022-05-01T17:20:00
1071,1427,1007,2022-05-01T17:21:00
975,1260,971,2022-05-01T17:22:00
1241,1363,1011,2022-05-01T17:23:00
1032,1328,974,2022-05-01T17:24:00
971,1230,955,2022-05-01T17:25:00
1065,1507,991,2022-05-01T17:26:00
1073,1655,941,2022-05-01T17:27:00
992,1360,1032,2022-05-01T17:28:00
1049,1602,941,2022-05-01T17:29:00
879,1598,1021,2022-05-01T17:30:00
983,1519,1120,2022-05-01T17:31:00
919,1373,1081,2022-05-01T17:32:00
1055,1494,819,2022-05-01T17:33:00
1047,1361,1054,2022-05-01T17:34:00
963,1190,1202,2022-05-01T17:35:00
932,1465,1135,2022-05-01T17:36:00
1134,1394,1122,2022-05-01T17:37:00
927,1229,1139,2022-05-01T17:38:00
957,1321,1070,2022-05-01T17:39:00
839,1191,1056,2022-05-01T17:40:00
952,1155,1253,2022-05-01T17:41:00
953,1271,1035,2022-05-01T17:42:00
1325,1176,1239,2022-05-01T17:43:00
1003,1323,1313,2022-05-01T17:44:00
1020,1345,1106,2022-05-01T17:45:00
1139,1467,1244,2022-05-01T17:46:00
981,1254,1027,2022-05-01T17:47:00
1194,1239,1179,2022-05-01T17:48:00
941,1520,1157,2022-05-01T17:49:00
1042,1548,1131,2022-05-01T17:50:00
1148,1350,1196,2022-05-01T17:51:00
1071,1341,1110,2022-05-01T17:52:00
1181,1213,1155,2022-05-01T17:53:00
969,1216,1290,2022-05-01T17:54:00
1150,1451,1267,2022-05-01T17:55:00
1061,1323,1120,2022-05-01T17:56:00
961,1309,1349,2022-05-01T17:57:00
1216,1216,1113,2022-05-01T17:58:00
994,1431,1378,2022-05-01T17:59:00
1013,1392,1322,2022-05-01T18:00:00
956,1295,1352,2022-05-01T18:01:00
1339,1089,1015,2022-05-01T18:02:00
1079,1330,1325,2022-05-01T18:03:00
1028,1563,1078,2022-05-01T18:04:00
951,1209,1156,2022-05-01T18:05:00
1013,1178,937,2022-05-01T18:06:00
900,1603,1173,2022-05-01T18:07:00
942,1341,1040,2022-05-01T18:08:00
932,1228,1014,2022-05-01T18:09:00
947,1223,1046,2022-05-01T18:10:00
1140,1150,1085,2022-05-01T18:11:00
1161,1210,942,2022-05-01T18:12:00
1044,1360,1175,2022-05-01T18:13:00
1065,1226,1008,2022-05-01T18:14:00
1114,1104,1238,2022-05-01T18:15:00
1122,1284,1113,2022-05-01T18:16:00
991,1258,1167,2022-05-01T18:17:00
1236,1093,1197,2022-05-01T18:18:00
1096,1188,1012,2022-05-01T18:19:00
1193,1204,830,2022-05-01T18:20:00
973,1319,1076,2022-05-01T18:21:00
1013,1200,970,2022-05-01T18:22:00
814,1331,1003,2022-05-01T18:23:00
907,1409,953,2022-05-01T18:24:00
972,940,1027,2022-05-01T18:25:00
1083,1188,918,2022-05-01T18:26:00
1067,1124,1200,2022-05-01T18:27:00
1136,957,1068,2022-05-01T18:28:00
945,1354,1119,2022-05-01T18:29:00
960,1109,1252,2022-05-01T18:30:00
1133,1085,1239,2022-05-01T18:31:00
973,1103,1351,2022-05-01T18:32:00
889,1221,1157,2022-05-01T18:33:00
1064,1428,1073,2022-05-01T18:34:00
874,1521,1251,2022-05-01T18:35:00
1088,1274,1206,2022-05-01T18:36:00
1107,1481,1112,2022-05-01T18:37:00
1031,1636,1108,2022-05-01T18:38:00
1263,1270,1151,2022-05-01T18:39:00
1028,1236,1230,2022-05-01T18:40:00
1092,1177,1119,2022-05-01T18:41:00
983,1189,1256,2022-05-01T18:42:00
1110,1306,1147,2022-05-01T18:43:00
986,1236,982,2022-05-01T18:44:00
1000,1045,1080,2022-05-01T18:45:00
1211,1008,884,2022-05-01T18:46:00
1088,1402,997,2022-05-01T18:47:00
1153,1530,1068,2022-05-01T18:48:00
1129,1194,1054,2022-05-01T18:49:00
1064,1125,974,2022-05-01T18:50:00
990,1132,839,2022-05-01T18:51:00
1101,1408,996,2022-05-01T18:52:00
1145,1451,1051,2022-05-01T18:53:00
889,1135,913,2022-05-01T18:54:00
1077,1019,963,2022-05-01T18:55:00
967,1341,1016,2022-05-01T18:56:00
1023,1063,1169,2022-05-01T18:57:00
1041,1182,1167,2022-05-01T18:58:00
1204,1435,943,2022-05-01T18:59:00
1285,1248,915,2022-05-01T19:00:00
915,869,1084,2022-05-01T19:01:00
928,1165,923,2022-05-01T19:02:00
1070,1122,960,2022-05-01T19:03:00
1376,909,1140,2022-05-01T19:04:00
1088,985,1215,2022-05-01T19:05:00
920,1374,1083,2022-05-01T19:06:00
1026,1299,1038,2022-05-01T19:07:00
1049,1156,1224,2022-05-01T19:08:00
1018,1430,981,2022-05-01T19:09:00
1197,1255,1515,2022-05-01T19:10:00
968,1072,1143,2022-05-01T19:11:00
1049,1271,1028,2022-05-01T19:12:00
1289,1310,1018,2022-05-01T19:13:00
1054,1076,1192,2022-05-01T19:14:00
964,1243,1178,2022-05-01T19:15:00
986,1319,1090,2022-05-01T19:16:00
1175,1198,1020,2022-05-01T19:17:00
1121,1082,1066,2022-05-01T19:18:00
1237,1223,1433,2022-05-01T19:19:00
1064,1143,972,2022-05-01T19:20:00
1072,1195,1195,2022-05-01T19:21:00
1079,1259,973,2022-05-01T19:22:00
937,1013,1251,2022-05-01T19:23:00
1129,1361,894,2022-05-01T19:24:00
1115,1125,893,2022-05-01T19:25:00
1226,1174,973,2022-05-01T19:26:00
1157,1042,949,2022-05-01T19:27:00
1166,1225,1304,2022-05-01T19:28:00
1002,964,1033,2022-05-01T19:29:00
1050,1148,1165,2022-05-01T19:30:00
1089,1009,885,2022-05-01T19:31:00
1202,904,1130,2022-05-01T19:32:00
1326,1206,1239,2022-05-01T19:33:00
907,1364,1283,2022-05-01T19:34:00
1076,1451,1237,2022-05-01T19:35:00
1074,1195,1111,2022-05-01T19:36:00
1006,1333,993,2022-05-01T19:37:00
1185,1161,1051,2022-05-01T19:38:00
1139,1083,1210,2022-05-01T19:39:00
992,1058,935,2022-05-01T19:40:00
1213,1095,870,2022-05-01T19:41:00
892,1068,766,2022-05-01T19:42:00
957,1197,989,2022-05-01T19:43:00
996,979,837,2022-05-01T19:44:00
1170,1048,1064,2022-05-01T19:45:00
972,1365,1023,2022-05-01T19:46:00
1147,1074,719,2022-05-01T19:47:00
936,817,1015,2022-05-01T19:48:00
981,1147,1709,2022-05-01T19:49:00
960,1114,2584,2022-05-01T19:50:00
1183,1057,1808,2022-05-01T19:51:00
1026,927,1861,2022-05-01T19:52:00
1029,1033,1984,2022-05-01T19:53:00
968,1282,1682,2022-05-01T19:54:00
892,1093,1974,2022-05-01T19:55:00
1057,1177,1994,2022-05-01T19:56:00
866,1128,1802,2022-05-01T19:57:00
1073,1160,1555,2022-05-01T19:58:00
998,854,1211,2022-05-01T19:59:00
1005,1084,990,2022-05-01T20:00:00
906,1212,961,2022-05-01T20:01:00
1023,1066,813,2022-05-01T20:02:00
924,1198,1012,2022-05-01T20:03:00
982,1147,1023,2022-05-01T20:04:00
901,1049,1116,2022-05-01T20:05:00
993,1039,961,2022-05-01T20:06:00
1016,1079,962,2022-05-01T20:07:00
1006,1306,1131,2022-05-01T20:08:00
1024,1193,989,2022-05-01T20:09:00
906,1142,939,2022-05-01T20:10:00
925,1120,938,2022-05-01T20:11:00
1003,1131,788,2022-05-01T20:12:00
1008,1249,933,2022-05-01T20:13:00
874,1042,1094,2022-05-01T20:14:00
950,907,696,2022-05-01T20:15:00
962,1279,814,2022-05-01T20:16:00
1044,1038,863,2022-05-01T20:17:00
871,1215,681,2022-05-01T20:18:00
993,1220,772,2022-05-01T20:19:00
932,1264,802,2022-05-01T20:20:00
1027,1312,847,2022-05-01T20:21:00
982,1194,843,2022-05-01T20:22:00
1102,1269,776,2022-05-01T20:23:00
1033,1313,906,2022-05-01T20:24:00
939,1070,945,2022-05-01T20:25:00
972,1132,801,2022-05-01T20:26:00
1040,1001,673,2022-05-01T20:27:00
1123,1167,979,2022-05-01T20:28:00
990,1400,802,2022-05-01T20:29:00
921,1347,919,2022-05-01T20:30:00
978,1118,1093,2022-05-01T20:31:00
1046,992,1057,2022-05-01T20:32:00
947,1088,1128,2022-05-01T20:33:00
933,1150,1110,2022-05-01T20:34:00
937,1029,940,2022-05-01T20:35:00
930,1092,824,2022-05-01T20:36:00
899,1264,869,2022-05-01T20:37:00
833,962,918,2022-05-01T20:38:00
987,1068,974,2022-05-01T20:39:00
857,1152,928,2022-05-01T20:40:00
854,1185,802,2022-05-01T20:41:00
870,1123,872,2022-05-01T20:42:00
857,1423,883,2022-05-01T20:43:00
814,1481,833,2022-05-01T20:44:00
967,1235,899,2022-05-01T20:45:00
819,1120,868,2022-05-01T20:46:00
717,1160,947,2022-05-01T20:47:00
961,1082,804,2022-05-01T20:48:00
910,985,880,2022-05-01T20:49:00
945,1258,1044,2022-05-01T20:50:00
837,1037,821,2022-05-01T20:51:00
726,1135,954,2022-05-01T20:52:00
733,1337,1020,2022-05-01T20:53:00
837,1266,1141,2022-05-01T20:54:00
953,1229,1138,2022-05-01T20:55:00
914,1169,1378,2022-05-01T20:56:00
902,1404,982,2022-05-01T20:57:00
1151,1158,794,2022-05-01T20:58:00
1022,967,1015,2022-05-01T20:59:00
983,1391,1061,2022-05-01T21:00:00
981,1153,1172,2022-05-01T21:01:00
1066,1224,883,2022-05-01T21:02:00
1014,1171,869,2022-05-01T21:03:00
1011,1024,849,2022-05-01T21:04:00
970,1364,1192,2022-05-01T21:05:00
812,1512,965,2022-05-01T21:06:00
909,1137,967,2022-05-01T21:07:00
932,1029,981,2022-05-01T21:08:00
930,1117,885,2022-05-01T21:09:00
870,1608,890,2022-05-01T21:10:00
776,1313,815,2022-05-01T21:11:00
817,1354,675,2022-05-01T21:12:00
883,1367,977,2022-05-01T21:13:00
1007,1373,966,2022-05-01T21:14:00
912,1683,880,2022-05-01T21:15:00
841,1299,944,2022-05-01T21:16:00
931,1296,1071,2022-05-01T21:17:00
1032,1326,1054,2022-05-01T21:18:00
996,1525,979,2022-05-01T21:19:00
785,1322,928,2022-05-01T21:20:00
1057,1114,779,2022-05-01T21:21:00
939,1305,708,2022-05-01T21:22:00
1135,1130,803,2022-05-01T21:23:00
876,1487,1425,2022-05-01T21:24:00
914,1239,1026,2022-05-01T21:25:00
1033,1246,1025,2022-05-01T21:26:00
984,1377,995,2022-05-01T21:27:00
1042,1185,857,2022-05-01T21:28:00
896,1058,1016,2022-05-01T21:29:00
771,1477,1274,2022-05-01T21:30:00
865,1005,881,2022-05-01T21:31:00
995,938,911,2022-05-01T21:32:00
1030,1168,721,2022-05-01T21:33:00
978,1114,641,2022-05-01T21:34:00
970,865,1063,2022-05-01T21:35:00
1033,1271,1046,2022-05-01T21:36:00
925,1176,1014,2022-05-01T21:37:00
1076,1227,1268,2022-05-01T21:38:00
918,1264,1085,2022-05-01T21:39:00
1243,1058,1190,2022-05-01T21:40:00
1157,1188,850,2022-05-01T21:41:00
983,1175,1209,2022-05-01T21:42:00
979,1180,1207,2022-05-01T21:43:00
847,1310,1111,2022-05-01T21:44:00
988,1012,883,2022-05-01T21:45:00
